,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS
0,1610612748,Miami Heat,82,66,16,0.805,48.5,38.4,77.4,0.496,8.7,22.1,0.396,17.4,23.0,0.754,8.2,30.4,38.6,23.0,13.9,8.7,5.4,3.2,18.7,20.4,102.9,7.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Miami Heat
0,1610612760,Oklahoma City Thunder,82,60,22,0.732,48.4,38.1,79.3,0.481,7.3,19.4,0.377,22.2,26.8,0.828,10.4,33.2,43.6,21.4,15.3,8.3,7.6,3.9,20.2,20.7,105.7,9.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Oklahoma City Thunder
0,1610612759,San Antonio Spurs,82,58,24,0.707,48.5,39.1,81.4,0.481,8.1,21.5,0.376,16.6,21.0,0.791,8.1,33.2,41.3,25.1,14.7,8.5,5.4,4.9,17.4,19.1,103.0,6.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,San Antonio Spurs
0,1610612743,Denver Nuggets,82,57,25,0.695,48.5,40.7,85.2,0.478,6.4,18.5,0.343,18.4,26.2,0.701,13.3,31.7,45.0,24.4,15.3,9.3,6.5,6.8,20.5,21.6,106.1,5.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Denver Nuggets
0,1610612763,Memphis Grizzlies,82,56,26,0.683,48.3,36.1,81.5,0.444,4.7,13.5,0.345,16.5,21.3,0.773,12.9,29.8,42.7,20.9,14.0,8.6,5.3,5.5,20.2,20.0,93.4,4.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Memphis Grizzlies
0,1610612746,Los Angeles Clippers,82,56,26,0.683,48.1,38.5,80.6,0.478,7.6,21.4,0.358,16.4,23.0,0.711,11.4,30.2,41.6,23.9,14.6,9.6,5.6,4.1,20.9,20.9,101.1,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Los Angeles Clippers
0,1610612752,New York Knicks,82,54,28,0.659,48.1,36.5,81.6,0.448,10.9,28.9,0.376,16.0,21.1,0.759,10.9,29.7,40.6,19.3,12.0,8.2,3.6,4.0,20.1,19.2,100.0,4.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,New York Knicks
0,1610612751,Brooklyn Nets,82,49,33,0.598,48.4,35.9,79.8,0.45,7.7,21.5,0.357,17.5,23.9,0.731,12.8,30.0,42.8,20.3,14.7,7.3,4.8,4.8,18.3,21.4,96.9,1.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Brooklyn Nets
0,1610612754,Indiana Pacers,81,49,32,0.605,48.4,35.1,80.6,0.436,6.9,19.7,0.347,17.6,23.6,0.746,12.9,33.0,45.9,20.3,15.1,7.2,6.3,5.7,20.0,21.9,94.7,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Indiana Pacers
0,1610612744,Golden State Warriors,82,47,35,0.573,48.3,38.2,83.4,0.458,8.0,19.9,0.403,16.8,21.3,0.79,10.8,34.2,45.0,22.5,15.1,6.9,4.2,4.9,21.4,19.2,101.2,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Golden State Warriors
